['682716753374351360', 'person', 'wine', 'holding', 'fruit', 'picture']
['818238830511816705', 'pink', 'woman', 'bear', 'holding', 'girl']
['818238837562441728', 'people', 'men', 'standing', 'group', 'picture']
['818238848236826624', 'woman', 'dress', 'standing', 'tie', 'wearing']
['818238850719846400', 'plate', 'types', 'food', 'salad', 'white']
['818238887617241089', 'dog', 'beach', 'looking', 'standing', 'mouth']
['818238891614470144', 'people', 'luggage', 'standing', 'street', 'group']
['818238893904510981', 'girl', 'young', 'holding', 'woman', 'wearing']
['818238898333745156', 'man', 'woman', 'cell', 'standing', 'phone']
['818238921742155776', 'man', 'people', 'giraffe', 'woman', 'skateboard']
['818238936606789638', 'sign', 'says', 'writing', 'street', 'air']
['818238943258877952', 'woman', 'street', 'man', 'sidewalk', 'beach']
['818238949311283200', 'red', 'plane', 'runway', 'airplane', 'tarmac']
['818238959054626816', 'cell', 'phone', 'picture', 'people', 'man']
['818238963156680705', 'air', 'player', 'wii', 'game', 'remote']
['818238969599131649', 'woman', 'posing', 'standing', 'pose', 'women']
['818238979661295617', 'girl', 'pink', 'sitting', 'young', 'woman']
['818238981926064128', 'woman', 'man', 'cell', 'people', 'cake']
['818239003325595648', 'keyboard', 'close', 'mouse', 'sitting', 'white']
['818239022887800832', 'woman', 'holding', 'wearing', 'pink', 'person']
['818239027350478848', 'display', 'store', 'colored', 'street', 'bus']
['818239030793998336', 'man', 'phone', 'boy', 'cell', 'holding']
['818239033990115329', 'woman', 'man', 'tie', 'phone', 'shirt']
['818239035541889024', 'man', 'phone', 'woman', 'cell', 'shirt']
['818239035927908355', 'man', 'woman', 'standing', 'holding', 'dog']
['818239036208902144', 'woman', 'wedding', 'white', 'standing', 'picture']
['818239036984795137', 'woman', 'phone', 'girl', 'smiling', 'photo']
['818239037530112000', 'clock', 'table', 'animal', 'stuffed', 'sitting']
['818239040055083009', 'street', 'skateboard', 'people', 'man', 'red']
['818239046979751936', 'woman', 'phone', 'smiling', 'cell', 'wearing']
['818239064763666433', 'sign', 'wall', 'man', 'pink', 'box']
['818239066474946561', 'sign', 'holding', 'writing', 'picture', 'photo']
['818239080924381184', 'sign', 'street', 'writing', 'parking', 'baseball']
['818239083742838784', 'boy', 'young', 'woman', 'little', 'child']
['818239099328937984', 'man', 'suit', 'tie', 'wearing', 'red']
['818239110380998656', 'man', 'watching', 'jumping', 'people', 'soccer']
['818239112369029120', 'people', 'crowd', 'group', 'watching', 'standing']
['818239114550120452', 'sign', 'street', 'air', 'writing', 'attached']
['818239129133715457', 'people', 'playing', 'baseball', 'tennis', 'young']
['818239134074441728', 'woman', 'holding', 'man', 'food', 'giraffe']
['818239136113037312', 'people', 'man', 'standing', 'cell', 'group']
['818239142521962496', 'people', 'sitting', 'room', 'living', 'laptops']
['818239146690871296', 'people', 'tennis', 'man', 'group', 'holding']
['818239153447923712', 'phone', 'cell', 'man', 'photo', 'woman']
['818239154626695168', 'riding', 'horse', 'horses', 'white', 'wearing']
['818239156388331520', 'woman', 'standing', 'young', 'wearing', 'women']
['818239177498226689', 'man', 'woman', 'standing', 'wedding', 'tie']
['818239192870158336', 'woman', 'people', 'cake', 'man', 'taking']
['818239199820120064', 'woman', 'young', 'smiling', 'girl', 'holding']
['818239212407427072', 'men', 'standing', 'group', 'people', 'posing']
['818239235476123648', 'dog', 'woman', 'person', 'sitting', 'looking']
['818239240769327104', 'dog', 'cat', 'sitting', 'wearing', 'small']
['818239244120576004', 'blurry', 'people', 'street', 'man', 'bus']
['818239251984695296', 'men', 'standing', 'women', 'holding', 'picture']
['818239255348711433', 'man', 'phone', 'boy', 'cell', 'holding']
['818239255801712640', 'phone', 'cell', 'woman', 'man', 'talking']
['818239257991151616', 'woman', 'phone', 'girl', 'smiling', 'mirror']
['818239259177951233', 'woman', 'person', 'surfboard', 'mirror', 'wearing']
['818239271756828672', 'photo', 'sitting', 'men', 'picture', 'women']
['818239290270478336', 'cat', 'pink', 'television', 'picture', 'doughnut']
['818239290794790917', 'woman', 'holding', 'young', 'wearing', 'girl']
['818239294645174272', 'pair', 'scissors', 'person', 'hand', 'air']
['818239295790125057', 'woman', 'girl', 'dress', 'young', 'pink']
['818239297715195904', 'white', 'controllers', 'display', 'wii', 'laying']
['818239333672980480', 'woman', 'colorful', 'blue', 'clothing', 'purple']
['818239340782424065', 'tie', 'man', 'wearing', 'young', 'holding']
['818239346209763329', 'man', 'men', 'woman', 'wearing', 'phone']
['818239359883169792', 'sign', 'white', 'street', 'writing', 'lines']
['818239390099116033', 'dog', 'white', 'dogs', 'black', 'laying']
['818239395610427393', 'sign', 'white', 'lines', 'street', 'writing']
['818239417324224513', 'car', 'woman', 'man', 'smiling', 'looking']
['818239418322583553', 'sunset', 'black', 'sun', 'bed', 'lit']
['818239418641289218', 'woman', 'man', 'wearing', 'holding', 'wii']
['818239420855885824', 'girl', 'bed', 'little', 'toothbrush', 'child']
['818239427503910917', 'woman', 'girl', 'young', 'hair', 'cell']
['818239434579546112', 'woman', 'yellow', 'girl', 'snow', 'playing']
['818239441672216577', 'man', 'flowers', 'wedding', 'woman', 'phone']
['818239445182849024', 'man', 'woman', 'phone', 'cell', 'shirt']
['818239461855285249', 'green', 'laying', 'sitting', 'small', 'cup']
['818239479106457602', 'woman', 'man', 'suits', 'group', 'men']
['818239490225541120', 'woman', 'child', 'boy', 'teddy', 'vase']
['818239492725346305', 'white', 'blue', 'sitting', 'plate', 'vase']
['818239499138400256', 'woman', 'mirror', 'girl', 'holding', 'lady']
['818239500300103680', 'sign', 'street', 'crossing', 'white', 'pole']
['818239528997507074', 'man', 'cutting', 'air', 'woman', 'cake']
['818239533946900481', 'bananas', 'hanging', 'bunch', 'flowers', 'fruit']
['818239537268846594', 'bed', 'pile', 'blanket', 'scissors', 'wrapped']
['818239540250968064', 'woman', 'tie', 'wearing', 'shirt', 'cake']
['818239547116916736', 'man', 'woman', 'standing', 'people', 'cell']
['818239554457141249', 'wii', 'white', 'sitting', 'game', 'player']
['818239557174968322', 'man', 'phone', 'woman', 'cell', 'shirt']
['818239558529617920', 'woman', 'young', 'girl', 'surfboard', 'dress']
['818239571208982529', 'woman', 'wearing', 'smiling', 'tie', 'young']
['818239581464109056', 'bed', 'sign', 'scissors', 'book', 'sitting']
['818239588024123392', 'street', 'people', 'road', 'signs', 'intersection']
['818239598711177216', 'white', 'lines', 'writing', 'sign', 'photo']
['818239623747031041', 'picture', 'woman', 'photo', 'women', 'posing']
['818239627312119808', 'white', 'man', 'woman', 'tennis', 'pink']
['818239642772312064', 'man', 'wedding', 'woman', 'standing', 'men']
['818239645909663746', 'people', 'line', 'group', 'crowd', 'holding']
['818239647570685953', 'woman', 'holding', 'phone', 'girl', 'playing']
['818239665803137024', 'pink', 'tie', 'shirt', 'wearing', 'woman']
['818239674628079617', 'people', 'airport', 'standing', 'watching', 'man']
['818239681607372800', 'woman', 'cell', 'phone', 'phones', 'party']
['818239688666398720', 'group', 'men', 'people', 'standing', 'holding']
['818239691027808257', 'snow', 'white', 'photo', 'street', 'cross']
['818239691170443264', 'woman', 'holding', 'black', 'playing', 'young']
['818239699634491392', 'sign', 'street', 'people', 'signs', 'standing']
['818239716558565376', 'people', 'watching', 'woman', 'store', 'man']
['818239722053136384', 'woman', 'table', 'phone', 'sitting', 'cell']
['818239723621781506', 'sign', 'street', 'signs', 'road', 'writing']
['818239745042083840', 'woman', 'road', 'path', 'walking', 'dog']
['818239746929348608', 'woman', 'boy', 'holding', 'phone', 'cell']
['818239751371292672', 'wearing', 'man', 'young', 'tie', 'boy']
['818239753137127425', 'man', 'stuffed', 'keyboard', 'watching', 'air']
['818239767951376384', 'sign', 'writing', 'signs', 'street', 'picture']
['818239774528012289', 'tie', 'wearing', 'shirt', 'woman', 'red']
['818239779691081728', 'wii', 'woman', 'standing', 'holding', 'men']
['818239786733436936', 'keyboard', 'mouse', 'sitting', 'cover', 'close']
['818239789665320960', 'woman', 'women', 'red', 'standing', 'young']
['818239799651749889', 'room', 'cat', 'black', 'living', 'woman']
['818239806916304896', 'sign', 'woman', 'phone', 'holding', 'cell']
['818239811010068481', 'keyboard', 'sitting', 'laptop', 'mouse', 'sits']
['818239819193192448', 'woman', 'wearing', 'hat', 'scissors', 'holding']
['818239824192737281', 'woman', 'girl', 'holding', 'pink', 'playing']
['818239828948979712', 'woman', 'man', 'tennis', 'tie', 'holding']
['818239837824319488', 'man', 'woman', 'phone', 'cell', 'shirt']
['818239841326469121', 'sitting', 'table', 'people', 'laptops', 'men']
['818239844266758144', 'line', 'curtain', 'sitting', 'object', 'photo']
['818239844489035776', 'woman', 'playing', 'red', 'man', 'tennis']
['818239852206575619', 'sign', 'writing', 'parking', 'lines', 'wii']
['818239858116149248', 'table', 'woman', 'sitting', 'talking', 'men']
['818239869851996161', 'woman', 'man', 'sitting', 'kitchen', 'looking']
['818239906581479424', 'sign', 'street', 'water', 'background', 'road']
['818239908699480064', 'woman', 'surfboard', 'standing', 'hat', 'young']
['818239915565715457', 'man', 'phone', 'boy', 'cell', 'holding']
['818239919759855617', 'young', 'standing', 'tie', 'woman', 'playing']
['818239921127190528', 'woman', 'cell', 'phone', 'phones', 'people']
['818239926739288064', 'woman', 'man', 'holding', 'smiling', 'looking']
['818239935199277056', 'sign', 'street', 'writing', 'says', 'turn']
['818239947736027136', 'man', 'phone', 'donut', 'cell', 'doughnut']
['818239952727240704', 'white', 'wall', 'close', 'time', 'clock']
['818239952819519489', 'man', 'wearing', 'tie', 'hat', 'standing']
['818239962428608515', 'woman', 'wedding', 'man', 'young', 'holding']
['818239965322739713', 'woman', 'young', 'holding', 'girl', 'looking']
['818239973837049856', 'woman', 'picture', 'sitting', 'cat', 'girl']
['818239979730112512', 'woman', 'cat', 'sitting', 'wearing', 'girl']
['818239982670204930', 'woman', 'people', 'girls', 'group', 'women']
['818239985551691776', 'men', 'riding', 'man', 'skateboard', 'sitting']
['818239988370288640', 'woman', 'man', 'cell', 'men', 'phones']
['818239991088316416', 'woman', 'cell', 'phone', 'young', 'wearing']
['818240002349993987', 'tie', 'wearing', 'suit', 'young', 'shirt']
['818240028912549889', 'woman', 'brushing', 'teeth', 'toothbrush', 'phone']
['818240034629386243', 'looking', 'tennis', 'standing', 'white', 'black']
['818240039205404672', 'man', 'phone', 'woman', 'cell', 'shirt']
['818240043143794691', 'woman', 'man', 'young', 'holding', 'skateboard']
['818240047950528512', 'woman', 'girl', 'hair', 'smiling', 'phone']
['818240053872726017', 'woman', 'holding', 'smiling', 'kitchen', 'man']
['818240071262437377', 'woman', 'girl', 'young', 'tennis', 'holding']
['818240079940489216', 'woman', 'bed', 'person', 'sitting', 'umbrella']
['818240081328738304', 'sign', 'white', 'writing', 'parking', 'book']
['818240086886252548', 'woman', 'standing', 'man', 'elephant', 'phone']
['818240096646365185', 'dog', 'laying', 'cat', 'white', 'sitting']
['818240114514100224', 'man', 'woman', 'picture', 'professional', 'holding']
['818240115311071234', 'woman', 'cell', 'phone', 'street', 'driving']
['818240116103716864', 'people', 'man', 'picture', 'holding', 'pictures']
['818240123468992513', 'woman', 'man', 'sitting', 'kitchen', 'looking']
['818240127805825024', 'red', 'woman', 'pink', 'shirt', 'man']
['818240128254611456', 'woman', 'man', 'pink', 'phone', 'talking']
['818240150056660994', 'window', 'blue', 'large', 'white', 'light']
['818240156784271362', 'cat', 'looking', 'black', 'water', 'outside']
['818240163700674560', 'woman', 'bathroom', 'mirror', 'brushing', 'teeth']
['818240171321753602', 'man', 'tie', 'wearing', 'suit', 'standing']
['818240171359338496', 'people', 'beach', 'day', 'standing', 'sky']
['818240171825106944', 'soccer', 'man', 'playing', 'ball', 'kicking']
['818240180444237824', 'woman', 'phone', 'cell', 'talking', 'beach']
['818240184818888704', 'woman', 'standing', 'holding', 'stands', 'wearing']
['818240193249636352', 'smiling', 'woman', 'wearing', 'standing', 'young']
['818240198765113344', 'group', 'standing', 'men', 'people', 'picture']
['818240246882177029', 'sign', 'white', 'wii', 'parking', 'writing']
['818240247112679424', 'man', 'sitting', 'keyboard', 'photo', 'laptop']
['818240253601452032', 'man', 'street', 'wearing', 'suit', 'tie']
['818240259658055680', 'man', 'standing', 'phones', 'cell', 'woman']
['818240262858276865', 'holding', 'young', 'person', 'woman', 'food']
['818240282445680641', 'man', 'phone', 'woman', 'cell', 'shirt']
['818240284634943488', 'woman', 'living', 'room', 'playing', 'standing']
['818240290880421888', 'woman', 'cake', 'dress', 'white', 'girl']
['818240295594770439', 'tennis', 'ball', 'man', 'swinging', 'boy']
['818240312032129024', 'people', 'man', 'mirror', 'woman', 'standing']
['818240312455794689', 'woman', 'mirror', 'bathroom', 'hair', 'taking']
['818240316222373888', 'man', 'boy', 'phone', 'cell', 'holding']
['818240341228691457', 'sign', 'writing', 'white', 'picture', 'sitting']
['818240351324557312', 'woman', 'bed', 'man', 'dog', 'surfboard']
['818240353455046656', 'books', 'display', 'different', 'ties', 'shelf']
['818240357553016832', 'sign', 'plate', 'picture', 'sitting', 'cup']
['818240366394556416', 'keyboard', 'sitting', 'remotes', 'features', 'mouse']
['818240370207141888', 'sign', 'graffiti', 'writing', 'parking', 'street']
['818240370677006336', 'woman', 'cat', 'wearing', 'hair', 'tie']
['818240371050344448', 'woman', 'man', 'sitting', 'kitchen', 'looking']
['818240375705849856', 'people', 'luggage', 'standing', 'street', 'group']
['818240379283718144', 'bananas', 'banana', 'yellow', 'man', 'fruit']
['818240381057896448', 'wii', 'white', 'sitting', 'game', 'player']
['818240388372856832', 'woman', 'smiling', 'young', 'girl', 'wearing']
['818240388586700800', 'woman', 'wearing', 'tie', 'dress', 'red']
['818240395733823488', 'skateboard', 'sitting', 'horse', 'cat', 'chair']
['818240399433232384', 'man', 'suit', 'tie', 'standing', 'wearing']
['818240407171637248', 'standing', 'man', 'men', 'couple', 'picture']
['818240409159790597', 'man', 'phone', 'cell', 'talking', 'woman']
['818240425093795840', 'woman', 'wearing', 'hair', 'white', 'lady']
['818240479766740992', 'cell', 'phone', 'taking', 'woman', 'people']
['818240481511489537', 'man', 'bananas', 'standing', 'woman', 'men']
['818240485739339779', 'laying', 'cat', 'beach', 'dog', 'woman']
['818240492613705728', 'vase', 'photo', 'flowers', 'picture', 'scissors']
['818240493553209345', 'red', 'white', 'sign', 'pink', 'close']
['818240507998597120', 'man', 'food', 'restaurant', 'men', 'woman']
['818240509525315584', 'man', 'phone', 'woman', 'cell', 'shirt']
['818240514168385536', 'white', 'sign', 'street', 'wall', 'close']
['818240514365472768', 'plate', 'donuts', 'bacon', 'doughnuts', 'sandwich']
['818240522921787393', 'woman', 'standing', 'young', 'talking', 'people']
['818240532967079937', 'woman', 'holding', 'young', 'playing', 'black']
['818240537115250689', 'cat', 'white', 'sleeping', 'laying', 'cats']
['818240558195994625', 'people', 'group', 'bus', 'boat', 'cooking']
['818240558804111361', 'men', 'playing', 'frisbee', 'catch', 'man']
['818240559043244032', 'tables', 'different', 'people', 'flowers', 'sitting']
['818240572502736897', 'woman', 'cell', 'phone', 'people', 'drinking']
['818240586150985728', 'soccer', 'playing', 'group', 'frisbee', 'men']
['818240586507579392', 'snow', 'covered', 'view', 'street', 'person']
['818240593340014594', 'people', 'city', 'keyboard', 'model', 'street']
['818240595638517760', 'sign', 'street', 'blue', 'signs', 'paper']
['818240604702408704', 'man', 'standing', 'woman', 'people', 'cell']
['818240609974677505', 'men', 'group', 'standing', 'man', 'people']
['818240624361095169', 'young', 'player', 'holding', 'man', 'playing']
